sentence1,sentence2,label
 It's wrong to let someone down who could be counting on you.,They are your evil ex wife.,0
 It's wrong to let someone down who could be counting on you.,They are your needy child.,1
 It's wrong to let someone down who could be counting on you.,You tried your hardest.,0
 It's wrong to let someone down who could be counting on you.,You had promised to be there for them.,1
 It is okay to purchase items from vendors you like.,selling stolen goods,0
 It is okay to purchase items from vendors you like.,they support community programs,1
 It is okay to purchase items from vendors you like.,You need to save money,0
 It is okay to purchase items from vendors you like.,You have money you can spend right now,1
 It is okay to purchase items from vendors you like.,Unless you really can't afford them.,0
 It is okay to purchase items from vendors you like.,Especially if they are friends of yours.,1
 It is okay to purchase items from vendors you like.,The vendor disciminates against other gorups.,0
 It is okay to purchase items from vendors you like.,They are a local vendor vs a global one.,1
 It is okay to purchase items from vendors you like.,they have jacked up the prices without good reason.,0
 It is okay to purchase items from vendors you like.,they have things on sale.,1
 People don't like it when you make fun of them.,You are a comedian.,0
 People don't like it when you make fun of them.,They are upset and having a bad day.,1
 People don't like it when you make fun of them.,They are also laughing at themselves.,0
 People don't like it when you make fun of them.,You are making fun of a small child that doesn't understand.,1
 People don't like it when you make fun of them.,they have a good sense of humor.,0
 People don't like it when you make fun of them.,they are being made fun about something sensitive to them.,1
 People don't like it when you make fun of them.,You are a comedian,0
 People don't like it when you make fun of them.,You are being mean,1
